What is your gender?,Other,How old are you?,Do you live in London?,How would you describe your ethnicity?,Other,Do you consider yourself to have a disability?,Are you a care experienced person?,Did you hear that the government is planning to cut free travel for under-18s in London?,Do you approve or disapprove the decision to cut free travel for under-18s in London?,How important is free transport in London for you?,How many buses / tubes / trams do you currently take to get to school or college?,How do you get to school or college?,Other,"If you have to pay for transport, will it change how you get to school or college?","If you have to pay for transport, how are you planning to get to school or college?",Other,"If you lose free travel, would this change the college or school you are considering attending?","Please describe what free transport means to you in a word, or words?","“If I lose free travel, I won’t travel out of my area as much unless I have to”","“If I lose free travel, I am worried getting to school/around London is less safe”","“If I lose free travel, I will cycle instead to the places I want to go”","“If I lose free travel, I can still afford to go to the places I want to go to”","“If I lose free travel, I am worried my parents will struggle to make ends meet”","“If I lose free travel, my mental health with suffer”",Museums ,Art galleries,Shopping centres,Parks and green spaces ,Areas outside your local borough or area,Sports clubs,Friends and family ,"Where else would you visit less than you do now, if you had to pay for travel?"
Male,,16,Yes,Black or Black British - Black African,,No,Yes,No,Dissaprove,5,Three,Bus,,Yes,Walk,,Yes,daily routine,5,5,3,1,5,3,1,1,4,4,1,3,3,friends house
Male,,16,Yes,Any other White background,,No,No,Yes,Dissaprove,5,One,Walk,,No,,,No,Helpfull as it takes students to every place around london,4,2,1,4,5,1,1,1,4,4,5,3,4,Football pitches and gyms
Male,,16,Yes,Any other Mixed background,,No,Yes,Yes,Dissaprove,5,Two,Bus,,Yes,Train,,Not sure,Free transport to me is a great way to get to work or get your path way to get you educated and do well in the world and your going on the bus for free which makes it simple to get their and back without paying within I’m going city and Islington and I live next too Canary Wharf would mean I would take 2 buses for free but now within the changes having to take train for a lot more of the cost which is why I prefer to take bus for free cause it’s simple and a great way to travel.,4,5,2,4,5,2,1,2,4,4,2,1,5,"Far destination likes Islington, Essex, e.t.c"
Male,,17,Yes,Asian or Asian British – Bangladeshi,,No,No,Yes,Dissaprove,4,One,Train,,Yes,Walk,,Yes,Convienience,4,4,1,1,5,5,1,1,5,5,5,1,5,Gym
Male,,18,Yes,Chinese,,No,No,No,Dissaprove,5,Two,Bus,,No,,,Yes,Accessibility to everywhere,4,4,3,2,3,3,2,1,3,3,2,3,4,Friends houses
Male,,17,Yes,Asian or Asian British – Pakistani,,No,Prefer not to say,No,Dissaprove,4,Two,Bus,,No,,,Yes,Useful,5,3,1,3,2,1,1,1,3,3,2,1,3,Job
Male,,17,Yes,Asian or Asian British – Indian,,No,No,Yes,Dissaprove,5,Two,Bus,,Not sure,,,Yes,Ability to travel to essential places without worrying about finances,4,4,2,3,4,2,2,2,3,3,3,3,3,"Food places , sports etc"
Female,,17,Yes,Asian or Asian British – Bangladeshi,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,free transportation means the absolute world to me. I am so grateful for it.,5,5,3,1,5,5,1,1,1,2,1,1,2,"Restaurants, clothing stores, shoe stores, hospital appointments"
Male,,16,Yes,Any other White background,,No,No,No,Dissaprove,5,One,Bus,,Yes,Walk,,Not sure,Helpful to low income families,5,2,4,1,5,4,3,1,5,3,1,2,2,Central london
Male,,18,Yes,Any other Mixed background,,No,No,Yes,Dissaprove,5,One,Bus,,Not sure,,,Not sure,Essential,4,4,4,3,5,2,4,3,4,4,4,4,4,Leisure
Female,,17,Yes,Mixed - White and Asian,,Yes,Yes,Yes,Dissaprove,3,Three,Train,,Yes,Walk,,Yes,Reassurance,5,5,1,2,5,5,2,3,2,3,1,1,5,Collage
Male,,17,Yes,White British,,No,No,No,Dissaprove,5,One,Train,,Not sure,,,No,Being able to go to school not worrying how I’m going to get there and come home,5,5,2,3,5,4,1,1,3,4,2,1,2,My nans
Male,,17,Yes,White British,,No,No,No,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,I’m very dependent on this free travel,5,5,1,1,5,5,1,1,1,2,1,1,3,School and work
Male,,17,Yes,Mixed - White and Asian,,No,No,Yes,Dissaprove,5,One,Walk,,No,,,Yes,"It means a lot. Without free travel I'd have to spend more of my own money, which is something I don't really want to do.",5,3,3,2,1,3,4,3,3,3,3,3,3,Social gatherings
Male,,17,Yes,White British,,No,No,Yes,Dissaprove,5,Three,Bus,,Yes,Cycle,,Yes,,1,2,2,1,4,2,1,1,1,1,1,1,1,
Male,,18,Yes,Asian or Asian British - Any other Asian background,,No,No,Yes,Dissaprove,4,Two,Train,,Yes,Walk,,Not sure,Very easy way to get college on time,2,4,2,2,1,4,1,1,2,3,2,2,3,Probably college
Male,,17,Yes,Black or Black British – Black Caribbean,,No,Yes,Yes,Don't know,4,More than three,Bus,,Yes,,Taxi,Not sure,Easy transport,2,4,2,2,4,2,2,2,3,4,4,4,4,School
Male,,18,Yes,Asian or Asian British – Pakistani,,No,No,Yes,Approve,1,One,Walk,,No,,,No,Good but often abused,1,1,4,5,1,1,5,5,5,5,5,5,5,I wouldn't. I would visit but walk. If needs be then I'd take the bus. Too many people use the bus instead of 30 minute walks
Male,,16,Yes,Black or Black British - Black African,,No,No,No,Don't know,4,Two,Bus,,Not sure,,,No,Travelling without paying,5,3,3,2,1,1,3,3,2,3,2,2,2,"Cinemas, restaurants, leisure places that aren’t within one bus route"
Female,,17,Yes,Asian or Asian British – Bangladeshi,,No,No,No,Dissaprove,5,One,Walk,,Yes,Walk,,Not sure,Necessity for getting around as it’s very expensive for me and my family,4,4,4,4,3,4,1,1,1,2,2,1,2,.
Male,,16,Yes,,White and turk,No,Yes,Yes,Dissaprove,5,More than three,Bus,,Yes,Bus,,Yes,Free transport not only helps me go to school but it also allows me to go around london to see new things and explore furthermore I need free travel as it's part of my life for my personal life like shopping and  socialising,5,5,1,2,5,5,3,4,2,2,1,1,2,Shops and supermarkets
Male,,17,Yes,White British,,No,Yes,No,Dissaprove,5,One,Bus,,Yes,,Car,Yes,Helpful,4,3,1,3,5,2,3,1,5,3,1,1,5,Friends
Male,,18,Yes,Asian or Asian British – Bangladeshi,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Train,,Yes,being able to get to a destination safe,5,5,2,1,5,4,1,1,1,1,1,1,1,College
Male,,17,Yes,,Latino,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Bus,,Yes,Necessary,4,3,2,3,4,2,3,4,4,4,4,4,4,Restaurants
Male,,17,Yes,Mixed - White and Black African,,No,No,No,Dissaprove,5,More than three,Walk,,Yes,Walk,,Yes,Helpful,5,5,3,1,5,3,1,1,4,1,1,3,4,School
Male,,16,Yes,,Arab,No,Yes,No,Dissaprove,5,More than three,Bus,,Yes,Walk,,Yes,Freedom,5,5,2,1,5,4,1,1,3,2,2,2,3,Library
Male,,17,Yes,Any other White background,,Yes,Prefer not to say,Yes,Dissaprove,5,Two,Bus,,No,,,Yes,Freedom,5,5,3,1,5,4,1,1,2,2,3,1,3,My friends
Male,,18,Yes,White British,,No,Prefer not to say,Yes,Dissaprove,5,Two,Bus,,Yes,Cycle,,No,My education,2,5,2,2,4,5,1,1,2,3,2,2,3,"School, will miss days. Struggle with depression and anxiety, having an inconvenience or stress in the morning can stop me going in cause I get overwhelmed and stressed"
Male,,18,Yes,White British,,No,No,Yes,Dissaprove,5,Three,Train,,Yes,,Drive,Yes,The ability to get places without allways working out if you can afford the whole journey,5,1,3,3,3,4,2,2,2,4,3,4,4,Work. Without the free travel it will make it harder to work during my free time making it harder for my parents.
Male,,17,Yes,,Latin,No,Prefer not to say,Yes,Dissaprove,5,Two,Bus,,Not sure,,,Not sure,very useful and a life saver,3,1,5,3,5,1,1,1,3,4,4,4,4,family
Male,,18,Yes,Any other White background,,No,No,No,Dissaprove,5,Two,Bus,,Yes,,Drive,No,Full student busses in peak hours,5,1,3,4,5,2,1,1,4,2,1,5,5,Hospital
Female,,17,Yes,Asian or Asian British - Any other Asian background,,No,No,Yes,Dissaprove,5,More than three,Bus,,No,,,No,Very useful/necessary for young people,4,3,2,3,3,3,1,1,2,3,1,2,3,Other parts of london
Female,,16,Yes,Asian or Asian British – Pakistani,,No,Yes,Yes,Dissaprove,4,One,Bus,,Yes,Bus,,Not sure,Free transport is travelling free on bus or train without paying.,1,4,3,2,4,3,1,1,2,2,1,2,4,Peoples house
Male,,16,Yes,Asian or Asian British – Bangladeshi,,No,No,No,Dissaprove,5,One,Bus,,Yes,Walk,,Yes,Easier to travel,5,5,1,1,4,4,1,1,1,1,1,1,1,School
Male,,16,Yes,Asian or Asian British – Bangladeshi,,No,Yes,No,Dissaprove,5,More than three,Bus,,Yes,,Car,Yes,Important needed,3,5,1,1,5,3,1,1,1,1,1,1,1,Everywhere
Female,,18,Yes,Asian or Asian British – Bangladeshi,,No,Prefer not to say,Yes,Dissaprove,4,Three,Train,,Yes,,Taxi,Yes,Liberty to travel and explore,5,4,1,1,3,3,1,1,2,2,1,3,1,City centre
Female,,16,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,Not sure,it would literally affect my education negatively because i would have to constantly worry if i have enough money to get to school or to get home,3,4,1,2,5,4,2,2,2,2,2,2,2,I wouldn’t travel far unless necessary
Male,,17,No,Black or Black British - Black African,,No,Prefer not to say,Yes,Dissaprove,5,More than three,Tube,,No,,,No,I need free travel because I have to take 2 trains and 2 buses to get to college and back. And it already costs me £10 For 4 day,5,5,1,3,4,1,1,1,3,3,2,1,4,Supermarkets
Male,,17,Yes,Any other White background,,No,No,No,Dissaprove,5,One,Bus,,Yes,Bus,,Yes,,4,5,1,2,5,3,1,1,2,1,3,1,1,
Male,,17,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,Right thing since no job / allowance,5,3,1,1,3,3,1,1,4,3,1,1,3,Grocery store
Male,,18,Yes,Asian or Asian British – Indian,,No,No,Yes,Dissaprove,4,Two,Train,,No,,,No,Freedom,4,3,4,5,1,1,2,3,4,1,2,3,4,Places to eat
Male,,18,Yes,Asian or Asian British – Pakistani,,No,No,No,Dissaprove,5,One,Cycle,,Yes,Cycle,,No,It means freedom and it is something that I don't have to worry about,4,3,5,4,4,4,3,4,5,5,5,5,5,The club
Male,,16,Yes,Any other White background,,No,No,No,Dissaprove,5,Two,Bus,,Yes,Bus,,No,school,3,4,3,3,2,1,3,3,3,3,3,4,4,families
Female,,18,Yes,,Arab,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,No,It will make me late to school because i cant afford to pay,5,3,1,2,2,4,4,4,2,2,1,1,2,School
Male,,17,Yes,White British,,No,No,No,Dissaprove,5,More than three,Bus,,Yes,,Car,No,It means that I don’t have to worry about asking my parents to provide me with travel money as well as lunch money every day. It just adds to more costs that we cannot necessarily afford all the time.,3,4,2,4,3,2,3,3,4,4,2,2,3,Different areas within London
Male,,16,Yes,White British,,No,Yes,Yes,Dissaprove,5,Three,Bus,,Yes,Walk,,Yes,Very easy and will make my life easier,5,5,3,3,3,3,3,3,3,3,3,3,3,Isk
Male,,16,Yes,Prefer Not to Say,,No,Prefer not to say,No,Dissaprove,5,Three,Train,,Yes,Walk,,Yes,Blessing,5,5,3,1,5,3,3,3,3,3,3,3,3,School
Male,,17,Yes,,Iraqi ,No,Yes,No,Dissaprove,4,Two,Bus,,Yes,Bus,,Yes,To me that means tha u can  to a to b for free,2,2,1,5,5,1,1,1,5,5,1,5,5,My friend
Male,,16,Yes,Any other White background,,No,No,Yes,Dissaprove,4,Two,Tube,,No,,,No,Freedom,2,2,3,5,1,2,5,5,5,5,4,5,5,My friends
Male,,17,Yes,White British,,No,No,No,Dissaprove,5,Two,Bus,,Yes,Walk,,No,Everything,4,2,4,3,4,3,1,1,2,3,1,1,2,School
Male,,18,Yes,,Mixed black and white Caribbean ,No,No,Yes,Dissaprove,4,One,Walk,,No,,,Not sure,Useful as it reduces how much I spend a week,2,2,3,3,3,3,2,2,3,3,3,3,3,Local mall
Male,,17,Yes,Any other White background,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Cycle,,No,freedom,4,3,2,3,3,1,3,4,2,5,2,1,4,gf house
Male,,16,Yes,White British,,No,Prefer not to say,No,Dissaprove,5,Two,Bus,,Yes,Cycle,,No,freedom.,5,5,5,2,4,4,1,1,2,1,1,1,3,"London City, Kingston Town and bentall Centre"
Male,,16,Yes,White British,,No,Yes,No,Dissaprove,5,Three,Bus,,Yes,Cycle,,Yes,Freedom,3,5,1,1,5,4,3,4,5,5,1,1,4,Girlfriend
Female,,17,Yes,White British,,No,No,Yes,Dissaprove,5,Three,Train,,Yes,Train,,Yes,Not stressful,5,5,1,1,5,4,3,3,4,4,4,4,4,My grandma house
Female,,16,Yes,Black or Black British - Any other Black background,,No,Yes,No,Dissaprove,4,Three,Bus,,Yes,Walk,,Yes,Because I'm still young I feel like I should have to go for free especially for families with insufficient funds.,4,3,2,3,5,2,2,3,2,5,2,3,4,Going out with friends
Male,,17,Yes,White British,,No,No,Yes,Dissaprove,4,Two,Bus,,Yes,Walk,,No,Support - knowing that people who need to be supported are being supported.,3,2,3,4,3,4,2,3,2,4,4,4,3,
Male,,16,Yes,Asian or Asian British – Indian,,No,Yes,No,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,Sloves everting,3,5,5,1,5,4,1,1,3,1,3,1,4,College
Male,,16,Yes,Any other White background,,No,No,No,Dissaprove,5,One,Bus,,Yes,,Skate,No,It really helps me to get to certain places fast and with no risks,5,3,3,2,4,1,2,2,3,3,2,1,2,Around central
Male,,16,Yes,Any other White background,,No,Prefer not to say,No,Dissaprove,5,One,Walk,,Yes,Walk,,Yes,To do not pay for travelin,3,5,1,5,5,1,1,1,5,5,1,1,3,Idk
Male,,18,Yes,Any other White background,,No,Prefer not to say,Yes,Dissaprove,5,More than three,Train,,Not sure,,,Not sure,Saving money for food,4,3,3,2,4,2,2,2,3,4,3,4,5,Libraries
Male,,18,Yes,Asian or Asian British - Any other Asian background,,No,Yes,No,Dissaprove,5,One,Bus,,Yes,Walk,,Yes,IMPORTANT!,5,5,1,4,4,3,1,1,1,4,3,5,4,Football training
Male,,16,Yes,Asian or Asian British – Bangladeshi,,Yes,Yes,Yes,Dissaprove,5,Two,Bus,,No,,,No,,3,5,3,1,5,4,5,1,4,4,3,4,5,Shop
Male,,16,Yes,Black or Black British - Black African,,No,Prefer not to say,Yes,Dissaprove,5,Three,Tube,,Not sure,,,No,Opportunity,4,4,2,2,4,4,1,1,1,4,2,2,4,Cinema
Male,,18,Yes,Black or Black British - Any other Black background,,No,Yes,Yes,Approve,5,Two,Bus,,Yes,Walk,,Yes,Grateful,5,5,5,3,5,3,1,1,2,2,2,2,2,Anywhere
Male,,17,Yes,Black or Black British – Black Caribbean,,No,No,Yes,Dissaprove,5,Two,Train,,Yes,Bus,,No,It is good for me to get to school.,3,3,2,4,3,2,1,1,3,1,2,3,4,Youth clubs
Male,,16,Yes,Asian or Asian British – Indian,,No,No,Yes,Dissaprove,5,Three,Tube,,Yes,Bus,,Not sure,Like it is easier for me at no cost also going college every day is a lot of cost,5,5,1,3,5,1,1,1,2,1,3,1,2,close friends and going out
Female,,16,Yes,Asian or Asian British – Bangladeshi,,No,No,Yes,Dissaprove,5,Two,Train,,Yes,Walk,,Not sure,Without free travel it’ll be a financial struggle,4,4,3,3,4,4,1,1,2,3,1,3,3,Libraries
Male,,18,Yes,White British,,No,No,Yes,Dissaprove,5,Two,Bus,,Not sure,,,Yes,As a young person free transport is freedom without the burden of needing money to do everything.,3,5,2,1,1,5,2,2,1,1,2,1,1,Skateparks
Male,,17,Yes,White British,,No,No,Yes,Dissaprove,4,Two,Bus,,Yes,Cycle,,No,Essential,5,5,5,2,5,2,3,5,3,5,4,1,3,School
Male,,16,Yes,Black or Black British - Black African,,No,No,No,Dissaprove,5,Two,Bus,,Yes,Bus,,No,Free travel allows me to be able to travel to school freely without knowing I may not have the funds to go to school,4,5,3,1,5,5,1,1,1,1,1,3,3,Football matches
Male,,16,Yes,Prefer Not to Say,,No,Prefer not to say,No,Dissaprove,5,Two,Train,,No,,,No,If we dont get free travels we jump we broke,1,5,1,1,5,5,1,1,1,1,1,1,1,Every wer
Male,,17,Yes,Asian or Asian British – Bangladeshi,,No,Yes,Yes,Approve,5,Two,Bus,,Yes,Cycle,,Yes,Free transport is when you have the oyster you don’t have to worry and you can travel all London with that bus or train or and sometime that card show prove that ur 16 +,4,4,4,3,4,4,4,5,5,4,2,5,5,Airport under ground
Male,,17,Yes,Asian or Asian British - Any other Asian background,,No,No,No,Dissaprove,4,One,Bus,,Yes,Walk,,Not sure,,5,3,1,2,4,1,1,1,2,1,1,1,4,
Female,,16,Yes,Black or Black British – Black Caribbean,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Cycle,,No,,4,4,3,2,3,3,1,1,3,2,2,3,2,family
Female,,16,Yes,Asian or Asian British – Bangladeshi,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,Extremely important,5,4,1,1,5,4,1,1,2,2,1,2,2,"School, uni events etc. Anything related to education"
Male,,17,Yes,Black or Black British - Black African,,Yes,Yes,Yes,Dissaprove,5,Two,Train,,Not sure,,,Yes,Very Helpful,1,5,1,5,5,3,5,5,5,5,5,5,5,No where
Female,,18,Yes,Asian or Asian British - Any other Asian background,,No,No,Yes,Dissaprove,5,More than three,Bus,,Yes,Walk,,Yes,Very important and makes it easier and less stress,5,5,3,1,5,5,1,1,1,1,1,1,1,College
Male,,16,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,Three,Bus,,Yes,,Car,Not sure,Means very much as my parents are in financial difficulty,5,3,4,1,5,5,1,1,4,5,2,4,5,Cinwma
Female,,17,Yes,White British,,No,No,Yes,Dissaprove,5,Two,Bus,,Not sure,,,Yes,Free transport means that I can travel to necessary places such as college without having to worry if I will be late or run out of money.,2,5,1,2,4,2,1,1,4,4,2,1,4,Restaurants
Male,,16,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,Two,Walk,,Not sure,,,Not sure,"U being able to gain free transport which is key for us to get our education in the first place. Without it many people would suffer in today’s society as it is, so green transport is like a saviour for a lot of ppl with poor backgrounds and financial instabilities.",4,3,1,3,5,4,1,1,4,5,2,4,4,"Places such as Croydon, Peckham, Lewisham, Catford and Stratford"
Male,,18,Yes,White British,,No,No,Yes,Don't know,5,Two,Bus,,Yes,Walk,,Yes,,5,5,5,3,5,3,3,3,2,2,2,2,2,
Male,,16,Yes,Asian or Asian British – Bangladeshi,,Prefer not to say,Yes,Yes,Approve,5,More than three,Walk,,Yes,Train,,Yes,That I don't have to pay money and it's free coz I have a learning disability kind of,5,5,4,5,3,2,5,4,5,5,5,5,5,Gym. Holiday
Male,,16,Yes,White British,,No,No,Yes,Dissaprove,5,Three,Bus,,Not sure,,,Yes,Stability and allows me to afford to attend school to begin with,4,4,3,2,5,4,1,1,1,3,2,4,4,Shopping streets like oxford street
Male,,16,Yes,Any other Mixed background,,No,Yes,Yes,Dissaprove,5,Three,Train,,No,,,No,A person can go on any vechile freely,5,5,5,4,1,1,1,1,1,1,1,3,4,Famil
Male,,16,Yes,Asian or Asian British - Any other Asian background,,No,No,Yes,Dissaprove,5,Three,Bus,,Not sure,,,No,Getting to my school on time,3,2,1,1,3,2,1,1,5,5,5,5,5,
Male,,18,Yes,Asian or Asian British – Pakistani,,No,Yes,No,Approve,5,One,Bus,,Yes,Walk,,Yes,Buses and underground,5,3,5,1,4,3,3,1,2,1,1,1,2,All the area which is far from me
Male,,16,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,Three,Bus,,Yes,,Scooter,Yes,Idk,3,4,3,3,4,3,1,1,2,3,4,2,3,Idk
Male,,16,Yes,Any other White background,,No,No,Yes,Dissaprove,5,Three,Bus,,No,,,Not sure,Economy,4,3,1,1,3,4,1,2,4,4,2,3,3,Gym
Male,,16,Yes,Any other White background,,No,Yes,Yes,Dissaprove,4,One,Cycle,,Not sure,,,No,You can go anywhere you want without worrying about money,5,5,4,3,4,2,2,5,5,3,3,5,1,Cinema
Male,,17,Yes,,Middle Eastern ,No,Yes,Yes,Dissaprove,3,Three,Bus,,Yes,Cycle,,No,Important,5,5,1,1,5,1,1,1,1,3,1,1,3,Everywhere
Male,,16,Yes,Black or Black British – Black Caribbean,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,Not sure,Freedom,4,3,1,3,5,3,2,2,3,2,3,3,2,Places to socialise
Male,,16,Yes,Prefer Not to Say,,No,Yes,Yes,Dissaprove,4,Three,Tube,,Not sure,,,No,Freedom,4,3,5,2,4,1,3,3,3,3,3,3,4,Shopping centre
Male,,16,Yes,Asian or Asian British – Pakistani,,No,No,No,Dissaprove,4,Two,Tube,,Yes,,Will start driving as the cost will be the same by the end of the year,No,Access to my education at no extra expense,1,3,1,5,1,4,3,2,5,5,4,5,3,N/A
Male,,17,Yes,White British,,No,Yes,Yes,Dissaprove,5,Three,Train,,Yes,Train,,No,Important,5,5,1,5,5,5,5,3,5,5,1,3,5,Socialise
Female,,16,Yes,Mixed - White and Black African,,No,Prefer not to say,Yes,Dissaprove,5,Three,Train,,Yes,Bus,,No,very important,5,4,2,2,5,3,3,3,5,4,4,3,4,friends
Male,,16,Yes,Black or Black British - Black African,,No,Yes,Yes,Dissaprove,3,One,Walk,,Yes,Bus,,Not sure,Travel anywhere in uk for free,5,4,3,2,3,2,3,3,5,5,5,4,5,Summer school
Male,,17,Yes,Chinese,,No,No,No,Dissaprove,4,One,Bus,,Yes,Cycle,,Yes,Equal opportunity for everyone,4,4,2,3,4,2,1,3,2,2,3,2,4,Cinema
Male,,16,Yes,White British,,No,No,Yes,Dissaprove,4,One,Bus,,Yes,Train,,No,It's very important,4,4,2,1,4,1,4,3,2,4,2,1,4,Cinema
Male,,18,Yes,Asian or Asian British – Pakistani,,No,No,No,Dissaprove,5,One,Bus,,Not sure,,,No,No cost for bus and much lower costs for train,5,4,3,2,5,4,1,1,3,2,2,3,4,N/a
Female,,16,Yes,Asian or Asian British – Bangladeshi,,No,No,No,Dissaprove,5,Two,Train,,Not sure,,,Yes,Essential to get to and from school,4,5,1,3,2,1,2,1,4,4,2,1,2,Tourist attractions
Male,,16,Yes,White British,,No,No,No,Dissaprove,5,Two,Bus,,Yes,Cycle,,No,Easier travel,2,4,5,3,4,2,1,1,4,2,2,2,4,School
Male,,16,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,Freedom,5,3,1,1,5,3,1,1,4,4,1,4,3,Central London
Female,,16,Yes,Black or Black British - Black African,,No,Yes,Yes,Dissaprove,5,Three,Bus,,Not sure,,,Yes,I take the busreally often and so if free transport is cancelled I could be spending £10 a day to travel and that is very expensive,4,3,5,2,5,2,2,2,3,3,1,2,2,Restaurants in places outside of my zone
Male,,18,Yes,Asian or Asian British - Any other Asian background,,No,No,Yes,Dissaprove,5,Two,Train,,Yes,Walk,,Yes,Cuts off and limits multiple opportunities Cos my parents aren’t around that much,5,5,2,1,2,5,1,1,2,2,1,1,3,Healthcare facilitues
